,sentence,#aspect terms,aspect_terms,at_polarity
905,"उस time तक हमारा हो गया था, तब तक night के 1:00 बज चुके थे।",0,[],[]
906,"Spice एक great Thai food है, inexpensive appetizers को पसंद करते है।",2,"['Thai food', 'appetizers']","['positive', 'positive']"
907,"अन्य सभी review को पढ़ें, वे इसको confirm करेंगे।",0,[],[]
908,जब उन्होंने last time मुझे overcharged किया था तब भी मैं वहाँ था।,0,[],[]
909,service चौकस थी।,1,['service'],['positive']
910,"वह न केवल अपना homemade mozzarella बनाता है, बल्कि हर pie अल्ट्रा फ्रेश रहता है।",2,"['mozzarella', 'pie']","['positive', 'positive']"
911,"Great idea और restaurant के लिए base, लेकिन details पर work करें, लोग जो यह सोचते थे की यह अच्छा था, को वापस town shore पर जाने की जरूरत थी और taste करने के लिए दुबारा सोचने की जरूरत थी।",0,[],[]
912,"जब तुम उनके main dining room में बैठ रहे हो, (जो शानदार hand-painted high ceiling है) तो तुम outside world को कभी नहीं जानोगे।",2,"['main dining room', 'ceiling']","['positive', 'positive']"
913,आप अन्य  French Bistros के समान एक better dining experience प्राप्त कर सकते हैं।,0,[],[]
914,"बाँकी के बचे dim sum, भले ही Chinatown के standards से pricey और worth हैं।",1,['dim sum'],['conflict']
915,Good food.,1,['food'],['positive']
916,"Wait staff बहुत friendly थे, लेकिन अधिक efficient नहीं थे।",1,['Wait staff'],['positive']
917,जबकि यह dim sum भी बहुत अच्छा था।,1,['dim sum'],['positive']
918,यह 19 year के interns के साथ Sutton place के roof पर रहने से अच्छा है कि आप पूरी night ribs में रहें।,0,[],[]
919,Service हमेशा से friendly और efficient है।,1,['Service'],['positive']
920,Prices बहुत अच्छे हैं।,1,['Prices'],['positive']
921,शानदार place.,0,[],[]
922,वे weekends पर 3 या अधिक के parties में बैठने से इनकार करते हैं।,0,[],[]
923,Usually 3 vs. 4 items per dish.,1,['dish'],['neutral']
924,"हालांकि कुछ staples कमाल के हैं (burger, कुछ pastas), food वास्तव में point नहीं है।",4,"['burger', 'pastas', 'food', 'staples']","['positive', 'positive', 'neutral', 'positive']"
925,"Dim Sum तो ठीक-ठाक था, लेकिन शानदार नहीं।",1,['Dim Sum'],['neutral']
926,food ठीक-ठाक था,1,['food'],['neutral']
927,You can do it here.,0,[],[]
928,Food कमाल का था।,1,['Food'],['positive']
929,मैं 5 years से NY में रहा हूं और इस place पर यह सबकुछ है।,0,[],[]
930,Sides ठीक और अविश्वसनीय रूप से salty थे।,1,['Sides'],['negative']
